faceoffsLost,shotsAgainst,teamId,teamFullName,gameDate,shootoutGamesWon,ppGoalsFor,shotsFor,otLosses,gameId,shootoutGamesLost,penaltyKillPctg,ppPctg,faceoffWinPctg,gameLocationCode,faceoffsWon,ppOpportunities,wins,ties,goalsFor,opponentTeamAbbrev,gamesPlayed,points,losses,goalsAgainst,teamAbbrev,shNumTimes,ppGoalsAgainst
39,18,22,Edmonton Oilers,2017-04-02T00:00:00Z,0,1,37,0,2016021164,0,0.0,0.25,0.409,H,27,4,1,0,3,ANA,1,2,0,2,EDM,2,2
36,27,22,Edmonton Oilers,2017-04-04T23:30:00Z,0,1,27,0,2016021190,0,1.0,0.3333,0.3454,R,19,3,0,0,4,LAK,1,0,1,6,EDM,3,0
35,15,22,Edmonton Oilers,2017-04-06T23:30:00Z,0,2,32,0,2016021205,0,1.0,0.4,0.4166,R,25,5,1,0,4,SJS,1,2,0,2,EDM,4,0
26,31,22,Edmonton Oilers,2017-04-08T23:00:00Z,0,1,35,0,2016021218,0,0.6666,0.5,0.5094,R,27,2,1,0,3,VAN,1,2,0,2,EDM,3,1
37,17,22,Edmonton Oilers,2017-04-09T23:00:00Z,0,1,44,0,2016021230,0,1.0,0.2,0.4714,H,33,5,1,0,5,VAN,1,2,0,2,EDM,1,0
29,27,22,Edmonton Oilers,2017-10-05T00:00:00Z,0,0,45,0,2017020003,0,1.0,0.0,0.5396,H,34,2,1,0,3,CGY,1,2,0,0,EDM,1,0
33,26,22,Edmonton Oilers,2017-10-07T23:00:00Z,0,1,35,0,2017020028,0,0.8571,0.2,0.45,R,27,5,0,0,2,VAN,1,0,1,3,EDM,7,1
37,43,22,Edmonton Oilers,2017-10-09T23:00:00Z,0,0,39,0,2017020037,0,0.75,0.0,0.4558,H,31,2,0,0,2,WPG,1,0,1,5,EDM,4,1
28,31,22,Edmonton Oilers,2017-10-15T00:00:00Z,0,0,36,0,2017020073,0,0.4,0.0,0.5087,H,29,3,0,0,1,OTT,1,0,1,6,EDM,5,3
22,21,22,Edmonton Oilers,2017-10-17T23:00:00Z,0,2,51,0,2017020089,0,0.6,0.2857,0.614,H,35,7,0,0,3,CAR,1,0,1,5,EDM,5,2
29,31,22,Edmonton Oilers,2017-10-19T23:30:00Z,0,1,42,0,2017020100,0,1.0,0.5,0.5538,R,36,2,1,0,2,CHI,1,2,0,1,EDM,5,0
29,24,22,Edmonton Oilers,2017-10-21T17:00:00Z,0,0,24,0,2017020111,0,0.5,0.0,0.4423,R,23,3,0,0,1,PHI,1,0,1,2,EDM,2,1
33,44,22,Edmonton Oilers,2017-10-24T23:00:00Z,0,0,30,1,2017020128,0,1.0,0.0,0.3773,R,20,2,0,0,1,PIT,1,1,0,2,EDM,3,0
45,32,22,Edmonton Oilers,2017-10-26T23:00:00Z,0,0,35,0,2017020147,0,0.4,0.0,0.4078,H,31,3,1,0,5,DAL,1,2,0,4,EDM,5,3
24,31,22,Edmonton Oilers,2017-10-29T00:00:00Z,0,0,40,0,2017020166,0,0.0,0.0,0.6065,H,37,4,0,0,2,WSH,1,0,1,5,EDM,0,0
32,30,22,Edmonton Oilers,2017-11-01T22:30:00Z,0,1,37,0,2017020182,0,0.5,0.2,0.5294,H,36,5,0,0,2,PIT,1,0,1,3,EDM,4,2
22,34,22,Edmonton Oilers,2017-11-03T23:00:00Z,0,1,42,0,2017020198,0,0.0,1.0,0.6666,H,44,1,1,0,6,NJD,1,2,0,3,EDM,0,0
27,35,22,Edmonton Oilers,2017-11-05T19:00:00Z,0,0,36,0,2017020213,0,0.5,0.0,0.5846,H,38,2,0,0,0,DET,1,0,1,4,EDM,2,1
36,37,22,Edmonton Oilers,2017-11-08T00:00:00Z,0,0,25,0,2017020225,0,1.0,0.0,0.3454,R,19,2,1,0,2,NYI,1,2,0,1,EDM,3,0
33,34,22,Edmonton Oilers,2017-11-10T00:00:00Z,0,0,32,0,2017020235,0,1.0,0.0,0.5285,R,37,2,1,0,3,NJD,1,2,0,2,EDM,4,0
29,34,22,Edmonton Oilers,2017-11-11T18:00:00Z,0,1,29,0,2017020249,0,0.3333,0.5,0.5322,R,33,2,0,0,2,NYR,1,0,1,4,EDM,3,2
27,19,22,Edmonton Oilers,2017-11-13T00:00:00Z,0,0,30,1,2017020261,1,1.0,0.0,0.5263,R,30,0,0,0,1,WSH,1,1,0,1,EDM,3,0
40,24,22,Edmonton Oilers,2017-11-15T00:00:00Z,0,3,31,0,2017020273,0,1.0,1.0,0.365,H,23,3,1,0,8,VGK,1,2,0,2,EDM,4,0
26,39,22,Edmonton Oilers,2017-11-17T00:00:00Z,0,1,30,0,2017020286,0,0.75,0.3333,0.5272,H,29,3,0,0,1,STL,1,0,1,4,EDM,4,1
33,21,22,Edmonton Oilers,2017-11-18T18:00:00Z,0,1,30,0,2017020294,0,0.8333,0.3333,0.459,R,28,3,0,0,3,DAL,1,0,1,6,EDM,6,1
31,40,22,Edmonton Oilers,2017-11-22T00:00:00Z,0,0,29,0,2017020317,0,0.6666,0.0,0.4745,R,28,1,0,0,3,STL,1,0,1,8,EDM,3,1
30,22,22,Edmonton Oilers,2017-11-23T00:00:00Z,0,0,28,0,2017020320,0,0.5,0.0,0.4915,R,29,1,1,0,6,DET,1,2,0,2,EDM,2,1
44,31,22,Edmonton Oilers,2017-11-25T00:00:00Z,0,0,30,0,2017020339,0,1.0,0.0,0.4133,R,31,3,0,0,1,BUF,1,0,1,3,EDM,3,0
22,25,22,Edmonton Oilers,2017-11-26T22:00:00Z,0,0,36,0,2017020361,0,0.5,0.0,0.5416,R,26,2,1,0,4,BOS,1,2,0,2,EDM,2,1
40,31,22,Edmonton Oilers,2017-11-29T00:00:00Z,0,0,27,0,2017020375,0,0.5,0.0,0.4805,H,37,3,1,0,3,ARI,1,2,0,2,EDM,2,1
36,36,22,Edmonton Oilers,2017-12-01T00:00:00Z,0,0,45,0,2017020387,0,0.0,0.0,0.5,H,36,2,0,0,4,TOR,1,0,1,6,EDM,2,2
47,34,22,Edmonton Oilers,2017-12-03T01:00:00Z,0,0,33,0,2017020407,0,0.8333,0.0,0.405,R,32,2,1,0,7,CGY,1,2,0,5,EDM,6,1
26,33,22,Edmonton Oilers,2017-12-07T00:30:00Z,0,0,26,0,2017020428,0,0.75,0.0,0.606,H,40,2,0,0,2,PHI,1,0,1,4,EDM,4,1
25,24,22,Edmonton Oilers,2017-12-10T00:00:00Z,0,2,40,0,2017020445,0,0.6666,0.5,0.5967,R,37,4,1,0,6,MTL,1,2,0,2,EDM,3,1
22,23,22,Edmonton Oilers,2017-12-11T00:00:00Z,0,0,41,0,2017020456,0,1.0,0.0,0.4634,R,19,4,0,0,0,TOR,1,0,1,1,EDM,2,0
27,29,22,Edmonton Oilers,2017-12-13T00:00:00Z,0,2,38,0,2017020470,0,1.0,0.5,0.5178,R,29,4,1,0,7,CBJ,1,2,0,2,EDM,2,0
32,23,22,Edmonton Oilers,2017-12-15T00:00:00Z,0,0,46,0,2017020488,0,0.3333,0.0,0.4482,H,26,3,0,0,0,NSH,1,0,1,4,EDM,3,2
29,31,22,Edmonton Oilers,2017-12-16T18:00:00Z,0,0,29,0,2017020496,0,1.0,0.0,0.5245,R,32,6,1,0,3,MIN,1,2,0,2,EDM,4,0
36,21,22,Edmonton Oilers,2017-12-19T00:00:00Z,0,0,29,0,2017020515,0,0.6666,0.0,0.4705,H,32,2,1,0,5,SJS,1,2,0,3,EDM,3,1
28,36,22,Edmonton Oilers,2017-12-22T00:00:00Z,0,0,35,0,2017020536,0,1.0,0.0,0.5,H,28,3,1,0,3,STL,1,2,0,2,EDM,1,0
37,30,22,Edmonton Oilers,2017-12-23T22:00:00Z,0,1,35,0,2017020552,0,0.5,0.3333,0.4307,H,28,3,1,0,4,MTL,1,2,0,1,EDM,2,1
35,39,22,Edmonton Oilers,2017-12-28T00:00:00Z,0,0,25,0,2017020566,0,1.0,0.0,0.3965,R,23,1,0,0,3,WPG,1,0,1,4,EDM,4,0
28,36,22,Edmonton Oilers,2017-12-30T00:00:00Z,0,1,45,1,2017020585,0,0.3333,0.5,0.5254,H,31,2,0,0,3,CHI,1,1,0,4,EDM,3,2
34,38,22,Edmonton Oilers,2017-12-31T22:00:00Z,0,0,35,0,2017020600,0,0.3333,0.0,0.4426,H,27,2,0,0,0,WPG,1,0,1,5,EDM,3,2
27,33,22,Edmonton Oilers,2018-01-03T00:30:00Z,0,0,32,0,2017020611,0,0.5,0.0,0.5263,H,30,3,0,0,0,LAK,1,0,1,5,EDM,6,3
27,34,22,Edmonton Oilers,2018-01-05T00:00:00Z,1,0,34,0,2017020626,0,0.5,0.0,0.5573,H,34,5,1,0,1,ANA,1,2,0,1,EDM,2,1
40,33,22,Edmonton Oilers,2018-01-06T19:00:00Z,0,1,38,0,2017020634,0,1.0,0.3333,0.375,R,24,3,0,0,1,DAL,1,0,1,5,EDM,2,0
35,29,22,Edmonton Oilers,2018-01-07T19:00:00Z,0,0,33,0,2017020645,0,1.0,0.0,0.3859,R,22,1,0,0,1,CHI,1,0,1,4,EDM,3,0
18,24,22,Edmonton Oilers,2018-01-10T00:00:00Z,0,0,26,0,2017020658,0,0.6666,0.0,0.625,R,30,1,0,0,1,NSH,1,0,1,2,EDM,3,1
28,22,22,Edmonton Oilers,2018-01-13T00:00:00Z,0,0,27,0,2017020669,0,1.0,0.0,0.5,R,28,1,1,0,4,ARI,1,2,0,2,EDM,1,0
36,36,22,Edmonton Oilers,2018-01-14T00:00:00Z,0,0,30,0,2017020676,0,1.0,0.0,0.3684,R,21,3,1,0,3,VGK,1,2,0,2,EDM,6,0
38,27,22,Edmonton Oilers,2018-01-21T01:00:00Z,0,0,35,0,2017020720,0,0.6666,0.0,0.3448,H,20,3,1,0,5,VAN,1,2,0,2,EDM,3,1
29,34,22,Edmonton Oilers,2018-01-24T00:00:00Z,0,0,33,0,2017020739,0,0.25,0.0,0.5797,H,40,2,0,0,0,BUF,1,0,1,5,EDM,4,3
34,37,22,Edmonton Oilers,2018-01-26T00:00:00Z,1,0,37,0,2017020755,0,1.0,0.0,0.5641,H,44,3,1,0,3,CGY,1,2,0,3,EDM,4,0
25,31,22,Edmonton Oilers,2018-02-02T00:00:00Z,0,0,32,1,2017020785,0,0.0,0.0,0.5098,H,26,3,0,0,3,COL,1,1,0,4,EDM,1,1
30,34,22,Edmonton Oilers,2018-02-06T00:00:00Z,0,2,35,0,2017020811,0,0.6666,0.5,0.4827,H,28,4,1,0,6,TBL,1,2,0,2,EDM,3,1
22,28,22,Edmonton Oilers,2018-02-08T00:30:00Z,0,1,27,0,2017020825,0,0.6666,0.3333,0.6271,R,37,3,0,0,2,LAK,1,0,1,5,EDM,3,1
29,34,22,Edmonton Oilers,2018-02-10T00:00:00Z,0,0,32,0,2017020842,0,1.0,0.0,0.4821,R,27,3,0,0,2,ANA,1,0,1,3,EDM,2,0
35,30,22,Edmonton Oilers,2018-02-11T00:00:00Z,0,0,31,0,2017020851,0,1.0,0.0,0.4067,R,24,3,0,0,4,SJS,1,0,1,6,EDM,1,0
30,40,22,Edmonton Oilers,2018-02-13T00:00:00Z,0,0,32,0,2017020862,0,0.25,0.0,0.5714,H,40,0,0,0,5,FLA,1,0,1,7,EDM,4,3
22,28,22,Edmonton Oilers,2018-02-16T00:00:00Z,0,0,29,0,2017020888,0,0.5,0.0,0.6271,R,37,1,0,0,1,VGK,1,0,1,4,EDM,2,1
27,32,22,Edmonton Oilers,2018-02-17T19:00:00Z,0,0,40,0,2017020897,0,1.0,0.0,0.5178,R,29,2,0,0,0,ARI,1,0,1,1,EDM,4,0
27,26,22,Edmonton Oilers,2018-02-18T18:00:00Z,0,0,40,0,2017020906,0,1.0,0.0,0.5344,R,31,1,1,0,4,COL,1,2,0,2,EDM,3,0
40,45,22,Edmonton Oilers,2018-02-21T00:00:00Z,0,0,20,0,2017020925,0,1.0,0.0,0.3442,H,21,1,0,0,2,BOS,1,0,1,3,EDM,3,0
22,30,22,Edmonton Oilers,2018-02-23T00:00:00Z,0,0,46,0,2017020938,0,1.0,0.0,0.5217,H,24,2,1,0,3,COL,1,2,0,2,EDM,1,0
37,33,22,Edmonton Oilers,2018-02-25T00:00:00Z,0,0,25,0,2017020957,0,1.0,0.0,0.3833,R,23,2,1,0,4,LAK,1,2,0,3,EDM,3,0
32,46,22,Edmonton Oilers,2018-02-25T22:00:00Z,1,0,42,0,2017020962,0,0.6666,0.0,0.5223,R,35,2,1,0,5,ANA,1,2,0,5,EDM,3,1
31,37,22,Edmonton Oilers,2018-02-28T00:30:00Z,0,0,26,0,2017020977,0,1.0,0.0,0.4833,R,29,2,0,0,2,SJS,1,0,1,5,EDM,3,0
40,42,22,Edmonton Oilers,2018-03-02T00:00:00Z,0,1,36,0,2017020987,0,1.0,1.0,0.3442,H,21,1,0,0,2,NSH,1,0,1,4,EDM,3,0
39,34,22,Edmonton Oilers,2018-03-04T01:30:00Z,0,0,37,0,2017021007,0,0.6666,0.0,0.3606,H,22,2,0,0,2,NYR,1,0,1,3,EDM,3,1
28,35,22,Edmonton Oilers,2018-03-06T00:00:00Z,0,1,36,0,2017021018,0,1.0,0.25,0.5409,H,33,4,1,0,4,ARI,1,2,0,3,EDM,3,0
41,31,22,Edmonton Oilers,2018-03-09T00:00:00Z,1,0,36,0,2017021041,0,1.0,0.0,0.388,H,26,2,1,0,1,NYI,1,2,0,1,EDM,1,0
25,33,22,Edmonton Oilers,2018-03-11T01:00:00Z,0,2,28,0,2017021058,0,1.0,1.0,0.5098,H,26,2,1,0,4,MIN,1,2,0,1,EDM,3,0
26,32,22,Edmonton Oilers,2018-03-13T23:00:00Z,0,0,28,0,2017021076,0,1.0,0.0,0.4468,R,21,3,0,0,0,CGY,1,0,1,1,EDM,2,0
34,40,22,Edmonton Oilers,2018-03-14T23:30:00Z,0,0,28,1,2017021080,0,0.75,0.0,0.4848,H,32,1,0,0,3,SJS,1,1,0,4,EDM,4,1
29,42,22,Edmonton Oilers,2018-03-17T18:00:00Z,0,0,36,0,2017021099,0,1.0,0.0,0.5396,R,34,1,1,0,4,FLA,1,2,0,2,EDM,6,0
29,40,22,Edmonton Oilers,2018-03-18T21:00:00Z,0,0,30,0,2017021110,0,0.75,0.0,0.4423,R,23,5,0,0,1,TBL,1,0,1,3,EDM,4,1
29,33,22,Edmonton Oilers,2018-03-20T23:00:00Z,0,0,30,0,2017021124,0,0.5,0.0,0.3958,R,19,1,1,0,7,CAR,1,2,0,3,EDM,2,1
35,35,22,Edmonton Oilers,2018-03-22T23:30:00Z,0,1,38,0,2017021140,0,0.5,0.2,0.4531,R,29,5,1,0,6,OTT,1,2,0,2,EDM,2,1
24,29,22,Edmonton Oilers,2018-03-25T00:00:00Z,0,0,27,0,2017021162,0,1.0,0.0,0.4,H,16,2,1,0,3,LAK,1,2,0,2,EDM,1,0
30,38,22,Edmonton Oilers,2018-03-25T23:30:00Z,0,1,32,1,2017021167,0,1.0,0.25,0.4736,H,27,4,0,0,4,ANA,1,1,0,5,EDM,2,0
33,27,22,Edmonton Oilers,2018-03-27T23:00:00Z,0,1,25,0,2017021184,0,1.0,0.3333,0.4677,H,29,3,0,0,3,CBJ,1,0,1,7,EDM,3,0
20,30,22,Edmonton Oilers,2018-03-29T23:00:00Z,0,0,36,0,2017021198,0,1.0,0.0,0.6078,R,31,2,0,0,1,VAN,1,0,1,2,EDM,1,0
27,20,22,Edmonton Oilers,2018-04-01T00:00:00Z,0,0,36,0,2017021216,0,1.0,0.0,0.46,R,23,5,0,0,2,CGY,1,0,1,3,EDM,3,0
30,40,22,Edmonton Oilers,2018-04-02T23:00:00Z,0,0,22,0,2017021227,0,1.0,0.0,0.4545,R,25,2,0,0,0,MIN,1,0,1,3,EDM,2,0
28,33,22,Edmonton Oilers,2018-04-05T23:00:00Z,0,1,33,0,2017021249,0,1.0,0.3333,0.4716,H,25,3,1,0,4,VGK,1,2,0,3,EDM,2,0
32,38,22,Edmonton Oilers,2018-04-08T00:00:00Z,1,1,33,0,2017021269,0,1.0,0.5,0.5362,H,37,2,1,0,2,VAN,1,2,0,2,EDM,4,0
31,27,22,Edmonton Oilers,2018-10-06T23:00:00Z,0,1,19,0,2018020020,0,0.5,0.25,0.5079,R,32,4,0,0,2,NJD,1,0,1,5,EDM,2,1
33,32,22,Edmonton Oilers,2018-10-11T23:00:00Z,0,0,26,0,2018020045,0,0.5,0.0,0.3773,R,20,2,0,0,1,BOS,1,0,1,4,EDM,4,2
29,24,22,Edmonton Oilers,2018-10-13T17:00:00Z,0,1,27,0,2018020057,0,1.0,0.25,0.4727,R,26,4,1,0,2,NYR,1,2,0,1,EDM,2,0
22,33,22,Edmonton Oilers,2018-10-16T23:00:00Z,0,2,35,0,2018020084,0,0.6666,1.0,0.6206,R,36,2,1,0,5,WPG,1,2,0,4,EDM,3,1
25,29,22,Edmonton Oilers,2018-10-18T23:00:00Z,0,1,22,0,2018020096,0,1.0,0.5,0.5192,H,27,2,1,0,3,BOS,1,2,0,2,EDM,3,0
30,28,22,Edmonton Oilers,2018-10-21T00:00:00Z,0,0,31,0,2018020111,0,1.0,0.0,0.4915,H,29,4,0,0,0,NSH,1,0,1,3,EDM,4,0
35,31,22,Edmonton Oilers,2018-10-23T23:00:00Z,0,2,46,1,2018020129,0,0.6666,0.4,0.4696,H,31,5,0,0,5,PIT,1,1,0,6,EDM,3,1
34,32,22,Edmonton Oilers,2018-10-25T23:00:00Z,0,1,32,0,2018020142,0,1.0,0.25,0.4333,H,26,4,1,0,4,WSH,1,2,0,1,EDM,1,0
31,27,22,Edmonton Oilers,2018-10-27T18:00:00Z,0,1,35,0,2018020150,0,0.6666,0.1428,0.4561,R,26,7,1,0,5,NSH,1,2,0,3,EDM,6,2
33,32,22,Edmonton Oilers,2018-10-28T21:00:00Z,0,0,26,0,2018020162,0,0.8,0.0,0.431,R,25,2,1,0,2,CHI,1,2,0,1,EDM,5,1
30,28,22,Edmonton Oilers,2018-10-30T23:00:00Z,0,0,37,0,2018020174,0,0.0,0.0,0.5312,H,34,5,0,0,3,MIN,1,0,1,4,EDM,3,3
27,40,22,Edmonton Oilers,2018-11-01T23:00:00Z,0,1,29,0,2018020188,0,1.0,0.25,0.4705,H,24,4,1,0,4,CHI,1,2,0,0,EDM,3,0
32,26,22,Edmonton Oilers,2018-11-03T23:00:00Z,0,0,42,0,2018020197,0,1.0,0.0,0.5294,R,36,1,1,0,4,DET,1,2,0,3,EDM,2,0
26,23,22,Edmonton Oilers,2018-11-06T00:00:00Z,0,1,33,0,2018020213,0,0.5,0.25,0.5806,R,36,4,0,0,2,WSH,1,0,1,4,EDM,2,1
32,35,22,Edmonton Oilers,2018-11-07T00:30:00Z,0,1,35,0,2018020220,0,0.8333,0.25,0.4754,R,29,4,0,0,2,TBL,1,0,1,5,EDM,6,1
42,33,22,Edmonton Oilers,2018-11-09T00:00:00Z,0,0,27,0,2018020228,0,0.75,0.0,0.3731,R,25,3,0,0,1,FLA,1,0,1,4,EDM,4,1
20,28,22,Edmonton Oilers,2018-11-12T00:30:00Z,0,0,27,0,2018020259,0,0.5,0.0,0.5121,H,21,3,0,0,1,COL,1,0,1,4,EDM,2,1
25,29,22,Edmonton Oilers,2018-11-14T00:00:00Z,0,0,43,0,2018020270,0,1.0,0.0,0.5901,H,36,3,1,0,6,MTL,1,2,0,2,EDM,3,0
40,37,22,Edmonton Oilers,2018-11-18T01:00:00Z,0,1,26,0,2018020301,0,0.8333,0.3333,0.4366,R,31,3,0,0,2,CGY,1,0,1,4,EDM,6,1
33,31,22,Edmonton Oilers,2018-11-18T23:00:00Z,0,1,32,0,2018020306,0,0.5,0.5,0.5285,H,37,2,0,0,3,VGK,1,0,1,6,EDM,2,1
37,25,22,Edmonton Oilers,2018-11-21T00:30:00Z,0,0,23,0,2018020317,0,1.0,0.0,0.4032,R,25,1,1,0,4,SJS,1,2,0,3,EDM,3,0
29,25,22,Edmonton Oilers,2018-11-23T18:00:00Z,0,1,28,1,2018020337,0,1.0,0.5,0.3829,R,18,2,0,0,1,ANA,1,1,0,2,EDM,2,0
40,32,22,Edmonton Oilers,2018-11-26T00:30:00Z,0,1,34,0,2018020361,0,0.6,0.3333,0.4366,R,31,3,0,0,2,LAK,1,0,1,5,EDM,5,2
30,28,22,Edmonton Oilers,2018-11-28T00:00:00Z,0,0,31,0,2018020375,0,1.0,0.0,0.5081,H,31,2,1,0,1,DAL,1,2,0,0,EDM,2,0
32,32,22,Edmonton Oilers,2018-11-30T00:00:00Z,0,2,34,0,2018020388,0,0.6666,0.6666,0.4666,H,28,3,1,0,3,LAK,1,2,0,2,EDM,3,1
